,smiles,solvent,logsol,SP,SdP,SA,SB
25407,CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,CC#N,-10.20459264532005,0.645,0.974,0.044,0.286
10046,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,CCCO,-4.972761641668174,0.658,0.748,0.367,0.782
696,O=C(O)[C@@H]1CCCN1,CO,-2.6656230954623146,0.608,0.904,0.605,0.545
42171,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O,O,-10.900446187477735,0.681,0.997,1.062,0.025
16831,CC(=O)N1CCC[C@H]1C(=O)O,CC(C)=O,-3.359000332962367,0.651,0.907,0.0,0.475
15928,O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,CCCCO,-9.194467022819891,0.674,0.655,0.341,0.809
12938,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,CCCO,-3.519980917652122,0.658,0.748,0.367,0.782
28946,Nc1ccc(Cc2ccc(N)cc2)cc1,CC(C)O,-4.028556821684098,0.633,0.808,0.283,0.83
1527,Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1,CO,-4.966857671750368,0.608,0.904,0.605,0.545
18164,O=P(Oc1ccccc1)(Oc1ccccc1)N1CCN(P(=O)(Oc2ccccc2)Oc2ccccc2)CC1,CC(C)=O,-7.4888245561367315,0.651,0.907,0.0,0.475
26336,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,CC#N,-3.867527765541595,0.645,0.974,0.044,0.286
36557,COC(=O)Nc1nc2ccc(C(=O)c3ccc(F)cc3)cc2[nH]1,CCC(C)=O,-7.290627538437667,0.669,0.872,0.0,0.52
8567,O=C(OCC1c2ccccc2-c2ccccc21)ON1C(=O)CCC1=O,CCO,-6.928774646206213,0.633,0.783,0.4,0.658
21269,CC[C@@H](C(N)=O)N1CCCC1=O,CCOC(C)=O,-4.562110696527644,0.656,0.603,0.0,0.542
47083,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,COC(C)=O,-3.858482238500116,0.645,0.637,0.0,0.527
35616,Cc1c(Br)cccc1C(=O)O,C1CCOC1,-1.4446016699811652,0.714,0.634,0.0,0.591
23482,Cc1cc(C(=O)O)ccc1[N+](=O)[O-],CCOC(C)=O,-4.181865159751596,0.656,0.603,0.0,0.542
42990,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,CN(C)C=O,-3.479591449090168,0.759,0.977,0.031,0.613
6675,C[N+](C)(C)C[C@H](O)CC(=O)[O-],CCO,-2.9613888195315354,0.633,0.783,0.4,0.658
20133,c1ccc(-n2c(-c3cc(-c4nc5ccccc5n4-c4ccccc4)cc(-c4nc5ccccc5n4-c4ccccc4)c3)nc3ccccc32)cc1,CCOC(C)=O,-6.990050521708967,0.656,0.603,0.0,0.542
44925,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,OCCO,-8.310179022031912,0.777,0.91,0.717,0.534
52408,Cl.c1ccc([C@H]2CN3CCSC3=N2)cc1,CCCCCCO,-6.090622118641201,0.698,0.552,0.315,0.879
39582,CC(=NC#N)N(C)Cc1ccc(Cl)nc1,O,-7.706262975199909,0.681,0.997,1.062,0.025
31172,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O.O=C(O)/C=C\C(=O)O,CCCCCCCCO,-6.636965074200575,0.713,0.454,0.299,0.923
31206,CC(C)c1ccc(N=C2SCC3CCCN2C3)cc1,CCCCCCCCO,-1.8078888511579383,0.713,0.454,0.299,0.923
1408,COc1cc(C(=O)O)cc(OC)c1O,CO,-3.870401330737327,0.608,0.904,0.605,0.545
11663,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CCCO,-4.454167312451564,0.658,0.748,0.367,0.782
38293,O=C(O)Cc1c[nH]c2ccccc12,C1COCCO1,-10.594237608496352,0.737,0.312,0.0,0.444
38994,O=C1c2cccc(Cl)c2C(=O)N1c1ccccc1,C1COCCO1,-4.314741887868285,0.737,0.312,0.0,0.444
14486,CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,CCCCO,-4.61562464389195,0.674,0.655,0.341,0.809
5748,COC(=O)Nc1nc2ccc(C(=O)c3ccc(F)cc3)cc2[nH]1,CCO,-12.122467061675376,0.633,0.783,0.4,0.658
24413,O=C(O)[C@@H]1C[C@@H](O)CN1,CC#N,-8.831903936255937,0.645,0.974,0.044,0.286
20730,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,CCOC(C)=O,-8.275424175978863,0.656,0.603,0.0,0.542
37259,CCOc1ccccc1C(N)=O,CCC(C)O,-4.179641046844186,0.656,0.706,0.221,0.888
31276,Br.c1ccc(NC2=NCCC3(CCCCC3)[Se]2)cc1,CCCCCCCCO,-3.582719258285546,0.713,0.454,0.299,0.923
64,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,CO,-7.816573996017591,0.608,0.904,0.605,0.545
39187,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,O,-10.218198297375828,0.681,0.997,1.062,0.025
5791,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,CCO,-7.095290402828979,0.633,0.783,0.4,0.658
31343,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,CCCCCCCCO,-13.36507208421338,0.713,0.454,0.299,0.923
11211,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,CCCO,-8.158121122877784,0.658,0.748,0.367,0.782
36371,CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O,CCC(C)=O,-2.678064305611953,0.669,0.872,0.0,0.52
32212,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,Cc1ccccc1,-14.870201659574455,0.782,0.284,0.0,0.128
48045,CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,CC(C)(C)O,-5.410143181730294,0.632,0.732,0.145,0.928
4349,CCn1c2ccccc2c2ccccc21,CO,-4.803621124711929,0.608,0.904,0.605,0.545
16068,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,CCCCO,-2.2537949288246137,0.674,0.655,0.341,0.809
25854,CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,CC#N,-6.781651402186411,0.645,0.974,0.044,0.286
38981,Nc1ccc(N2CCOCC2=O)cc1,C1COCCO1,-4.382826954844651,0.737,0.312,0.0,0.444
9962,COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,CCO,-7.487573774235079,0.633,0.783,0.4,0.658
31334,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,CCCCCCCCO,-13.305085014219625,0.713,0.454,0.299,0.923
12705,COc1cccc(C=O)c1O,CCCO,-0.5896884721917154,0.658,0.748,0.367,0.782
23521,N=C(Nc1ccccc1)Nc1ccccc1,CCOC(C)=O,-2.746687084717128,0.656,0.603,0.0,0.542
37363,CC(=O)N1CCC[C@H]1C(=O)O,CCC(C)O,-2.391853560752228,0.656,0.706,0.221,0.888
5943,NC(=O)c1cccnc1,CCO,-2.9249197253500663,0.633,0.783,0.4,0.658
13819,Nc1cccc(C(=O)O)c1,CCCCO,-4.673556098854556,0.674,0.655,0.341,0.809
48009,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,CCCCOC(C)=O,-4.951894799073656,0.674,0.535,0.0,0.525
43485,Nc1ccc(Oc2ccc(N)cc2)cc1,CN(C)C=O,-2.1169357461074165,0.759,0.977,0.031,0.613
1256,CC[C@@H](C(N)=O)N1CCCC1=O,CO,-1.846426870570364,0.608,0.904,0.605,0.545
47109,O=C(N[C@H](C(=O)O)c1ccccc1)OCc1ccccc1,COC(C)=O,-2.9169395775888924,0.645,0.637,0.0,0.527
44657,Nc1cccc(Cl)c1C(=O)O,OCCO,-3.1622592244493046,0.777,0.91,0.717,0.534
47132,CCOC(=O)[C@@H](N)CCc1ccccc1.Cl,COC(C)=O,-9.028018815182229,0.645,0.637,0.0,0.527
36093,CCOc1ccc(NC(C)=O)cc1,C1CCOC1,-3.2302907276835,0.714,0.634,0.0,0.591
5440,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,CCO,-8.334871634622283,0.633,0.783,0.4,0.658
3047,Nc1cc(-c2ccncc2)c[nH]c1=O,CO,-9.106881663607952,0.608,0.904,0.605,0.545
23037,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,CCOC(C)=O,-4.683131727457804,0.656,0.603,0.0,0.542
47095,CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O,COC(C)=O,-3.133134003423281,0.645,0.637,0.0,0.527
27754,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,CC(C)O,-6.687335433589523,0.633,0.808,0.283,0.83
851,O=C1C=CC(=O)N1c1ccccc1Br,CO,-3.3351287816924504,0.608,0.904,0.605,0.545
44677,O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,OCCO,-3.0447124557757097,0.777,0.91,0.717,0.534
52938,CCCCCCCCN1C=CN(C)C1.O=[N+]([O-])O,CCCCC,-6.506967760425084,0.593,0.0,0.0,0.073
31950,COc1cc2nc(Cl)nc(N)c2cc1OC,Cc1ccccc1,-11.281813744006842,0.782,0.284,0.0,0.128
13747,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,CCCCO,-4.374058465024705,0.674,0.655,0.341,0.809
10331,CCOC(=O)[C@@H]1CSCN1.Cl,CCCO,-4.427024000604617,0.658,0.748,0.367,0.782
35252,COC(=O)[C@H](N)c1ccc(O)cc1,CCCCCO,-6.83906912119369,0.687,0.587,0.319,0.86
32268,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,Cc1ccccc1,-7.9748689005908755,0.782,0.284,0.0,0.128
38612,O=C(/C=C/c1ccc(-c2cccc([N+](=O)[O-])c2)o1)c1ccccc1,C1COCCO1,-5.184274650507376,0.737,0.312,0.0,0.444
38706,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,C1COCCO1,-6.93471546056492,0.737,0.312,0.0,0.444
9531,N=C(Nc1ccccc1)Nc1ccccc1,CCO,-3.3156620935558925,0.633,0.783,0.4,0.658
24289,O=C(Nc1ccccc1)c1ccccc1,CC#N,-4.903037283498238,0.645,0.974,0.044,0.286
21620,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,CCOC(C)=O,-2.105621259463221,0.656,0.603,0.0,0.542
37899,O=C(O)c1cccc([N+](=O)[O-])c1O,C1COCCO1,-3.1333864388527863,0.737,0.312,0.0,0.444
45840,COC(=O)N(OC)c1ccccc1COc1ccn(-c2ccc(Cl)cc2)n1,C1CCCCC1,-5.408355471756974,0.683,0.0,0.0,0.073
7844,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1.[K+],CCO,-3.0514564223263525,0.633,0.783,0.4,0.658
8774,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,CCO,-13.69772752230789,0.633,0.783,0.4,0.658
10036,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,CCCO,-8.025550387067021,0.658,0.748,0.367,0.782
23600,Nc1ccc(N2CCOCC2=O)cc1,CCOC(C)=O,-5.96423856085439,0.656,0.603,0.0,0.542
27674,CC(=O)N[C@@H](CC(C)C)C(=O)O,CC(C)O,-3.4654159539888063,0.633,0.808,0.283,0.83
43929,Cc1cc(C(=O)O)ccc1[N+](=O)[O-],CN(C)C=O,-2.199126384625816,0.759,0.977,0.031,0.613
28450,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,CC(C)O,-8.801547473775344,0.633,0.808,0.283,0.83
34319,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1,CC(C)CO,-7.107182303679031,0.657,0.684,0.311,0.828
37912,CCOC(=O)[C@@H]1CSCN1.Cl,C1COCCO1,-7.044721134055294,0.737,0.312,0.0,0.444
24324,O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,CC#N,-7.064409089027514,0.645,0.974,0.044,0.286
30809,CCOC(=O)Cc1c(C(=O)OCC)sc(N)c1C#N,CC(C)O,-4.533780189901418,0.633,0.808,0.283,0.83
20393,O=C(O)c1cccc(C(=O)O)n1,CCOC(C)=O,-6.139964555426426,0.656,0.603,0.0,0.542
42096,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.Cc1c(Nc2ncccc2C(=O)O)cccc1C(F)(F)F,O,-3.8608547188537465,0.681,0.997,1.062,0.025
38364,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,C1COCCO1,-6.93471546056492,0.737,0.312,0.0,0.444
41381,O=C(NCCO[N+](=O)[O-])c1cccnc1,O,-8.143906981672307,0.681,0.997,1.062,0.025
5148,COc1cc([N+](=O)[O-])ccc1N,CCO,-5.056941046972767,0.633,0.783,0.4,0.658
45167,CC(=O)Nc1ccccc1[N+](=O)[O-],C1CCCCC1,-5.896518069799028,0.683,0.0,0.0,0.073
14182,CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4C[C@H]3C[C@@H]12,CCCCO,-9.26079191547228,0.674,0.655,0.341,0.809
42234,CCOc1ccccc1C(N)=O,CCCOC(C)=O,-4.594329162810216,0.67,0.559,0.0,0.548
12463,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,CCCO,-4.305065593537753,0.658,0.748,0.367,0.782
45244,Oc1ccc(OCc2ccccc2)cc1,C1CCCCC1,-5.531511253715748,0.683,0.0,0.0,0.073
13776,O=C(O)c1cccc([N+](=O)[O-])c1O,CCCCO,-2.762084089594696,0.674,0.655,0.341,0.809
26806,Cc1cc(C(=O)O)ccc1[N+](=O)[O-],CC#N,-5.363175938896533,0.645,0.974,0.044,0.286
22585,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C,CCOC(C)=O,-4.528209144851963,0.656,0.603,0.0,0.542
27375,O=C(O)c1cccc([N+](=O)[O-])c1O,CC(C)O,-2.679608527470907,0.633,0.808,0.283,0.83
49624,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,ClC(Cl)Cl,-4.29768548624013,0.783,0.614,0.047,0.071
8212,COC(=O)c1sccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,CCO,-9.510095025662231,0.633,0.783,0.4,0.658
27911,O=C1C=CC(=O)N1c1ccccc1Br,CC(C)O,-3.81217767045843,0.633,0.808,0.283,0.83
19829,Nc1nc(N)nc(NC2CC2)n1,CC(C)=O,-7.124544064658339,0.651,0.907,0.0,0.475
40709,O=C(O)c1ccc(Cl)cc1C(=O)O,O,-1.9303321190919949,0.681,0.997,1.062,0.025
34080,N[C@H](Cc1c[nH]cn1)C(=O)O,CC(C)CO,-7.070509530283563,0.657,0.684,0.311,0.828
30669,COC(=O)N(OC)c1ccccc1COc1ccn(-c2ccc(Cl)cc2)n1,CC(C)O,-4.586348431747504,0.633,0.808,0.283,0.83
31796,O=C(O)c1ccc(C(=O)O)cc1,O=C1CCCCC1,-8.60384099814191,0.766,0.745,0.0,0.482
148,Cc1c(N)cccc1C(=O)O,CO,-4.775247016365609,0.608,0.904,0.605,0.545
16735,CCOC(=O)[C@@H]1CSCN1.Cl,CC(C)=O,-7.9633080781898,0.651,0.907,0.0,0.475
11091,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(SC3Cn4cnc[n+]4C3)[C@H](C)[C@H]12,CCCO,-10.67308390525948,0.658,0.748,0.367,0.782
42254,O=C(O)c1cccc(O)c1O,CCCOC(C)=O,-2.8454175128951227,0.67,0.559,0.0,0.548
31923,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,Cc1ccccc1,-8.947976107508692,0.782,0.284,0.0,0.128
20112,Cc1cc(Cl)cc(C(=O)O)c1N,CCOC(C)=O,-4.674734649374001,0.656,0.603,0.0,0.542
713,NC(N)=NC(N)=NCCc1ccccc1,CO,-5.235530378449272,0.608,0.904,0.605,0.545
13882,OCc1ccccc1O[C@@H]1OC(CO)[C@@H](O)[C@@H](O)C1O,CCCCO,-8.295931409520046,0.674,0.655,0.341,0.809
21489,CC(=O)c1ccc([N+](=O)[O-])cc1,CCOC(C)=O,-1.5159475693467614,0.656,0.603,0.0,0.542
23067,O=c1[nH]c(=O)n(C2CCCO2)cc1F,CCOC(C)=O,-4.292185930674092,0.656,0.603,0.0,0.542
16779,CCO.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl.Cl.O,CC(C)=O,-7.196771574447054,0.651,0.907,0.0,0.475
9356,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,CCO,-7.96907178290655,0.633,0.783,0.4,0.658
40180,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,O,-6.742240840504564,0.681,0.997,1.062,0.025
43832,c1ccc(-c2nnn[nH]2)cc1,CN(C)C=O,-1.1763576372929625,0.759,0.977,0.031,0.613
47189,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,COC(C)=O,-8.597319235895522,0.645,0.637,0.0,0.527
14464,N#CCc1ccccc1[N+](=O)[O-],CCCCO,-4.347431989909382,0.674,0.655,0.341,0.809
14398,CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,CCCCO,-4.814041078015582,0.674,0.655,0.341,0.809
16252,C/C=C/C=C/C(=O)O,CCCCO,-2.226457732606495,0.674,0.655,0.341,0.809
23343,COc1cc(Cl)nc(N)n1,CCOC(C)=O,-3.97496280520202,0.656,0.603,0.0,0.542
34140,CC(=NC#N)N(C)Cc1ccc(Cl)nc1,CC(C)CO,-5.09407125233829,0.657,0.684,0.311,0.828
45325,CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4C[C@H]3C[C@@H]12,C1CCCCC1,-10.404032866894562,0.683,0.0,0.0,0.073
2979,COCCOc1ccccc1S(=O)(=O)NC(=O)Nc1nc(OC)nc(OC)n1,CO,-5.6146732995844255,0.608,0.904,0.605,0.545
29882,CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,CC(C)O,-8.646732562771223,0.633,0.808,0.283,0.83
40051,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12,O,-11.71381840734962,0.681,0.997,1.062,0.025
11546,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,CCCO,-3.04934404300264,0.658,0.748,0.367,0.782
31325,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,CCCCCCCCO,-14.269011115110995,0.713,0.454,0.299,0.923
425,OCc1ccccc1O[C@@H]1OC(CO)[C@@H](O)[C@@H](O)C1O,CO,-5.854569318528816,0.608,0.904,0.605,0.545
1490,Cc1cc(C)nc(Nc2ccccc2)n1,CO,-3.471834461261596,0.608,0.904,0.605,0.545
26480,CC(C)c1ncc[nH]1,CC#N,-3.093565633902754,0.645,0.974,0.044,0.286
49188,CCOc1ccccc1C(N)=O,CCOC=O,-4.19114184721944,0.648,0.707,0.0,0.477
11006,N#CCc1ccccc1[N+](=O)[O-],CCCO,-4.19571305661039,0.658,0.748,0.367,0.782
21299,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O.O=C(O)/C=C\C(=O)O,CCOC(C)=O,-5.157165086792153,0.656,0.603,0.0,0.542
24352,Cc1cc(Cl)cc(C(=O)O)c1N,CC#N,-6.226680679656461,0.645,0.974,0.044,0.286
20588,Cc1c(Br)cccc1C(=O)O,CCOC(C)=O,-2.948085620086638,0.656,0.603,0.0,0.542
3096,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,CO,-8.673847001461613,0.608,0.904,0.605,0.545
38057,CN(C)Cc1c[nH]c2ccccc12,C1COCCO1,-2.775152004642946,0.737,0.312,0.0,0.444
14330,Cc1cnc(C(=O)O)cn1,CCCCO,-10.72902392114182,0.674,0.655,0.341,0.809
49526,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O.[Na],ClC(Cl)Cl,-10.39451054900594,0.783,0.614,0.047,0.071
24431,O=C(O)[C@@H]1CSCN1,CC#N,-9.944309547056385,0.645,0.974,0.044,0.286
31162,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)O,CCCCCCCCO,-5.776998536987461,0.713,0.454,0.299,0.923
42939,CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C,CN(C)C=O,-2.264326380876956,0.759,0.977,0.031,0.613
29832,O=C1C=CC(=O)N1c1ccccc1Br,CC(C)O,-3.81217767045843,0.633,0.808,0.283,0.83
25388,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)O,CC#N,-6.649244583830636,0.645,0.974,0.044,0.286
31140,N[C@H](Cc1c[nH]c2ccccc12)C(=O)O,CCCCCCCCO,-10.484020588726938,0.713,0.454,0.299,0.923
27073,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,CC(C)O,-8.247166054203177,0.633,0.808,0.283,0.83
47679,O=C(O)COc1ccc(Cl)cc1,CCCCOC(C)=O,-3.252432608397044,0.674,0.535,0.0,0.525
50038,Nc1cccc(Cl)c1C(=O)O,CCCCCCCO,-3.385816279623853,0.706,0.499,0.302,0.912
42850,CN(C)/C=C/C(=O)c1cccnc1,CN(C)C=O,-1.391950325976048,0.759,0.977,0.031,0.613
4548,CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,CCO,-5.446121561316431,0.633,0.783,0.4,0.658
45831,CC1=NN(c2ccc(C)cc2)C(=O)C1,C1CCCCC1,-6.659333920483659,0.683,0.0,0.0,0.073
985,CN(C)/C=C/C(=O)c1cccnc1,CO,-3.1544935659389326,0.608,0.904,0.605,0.545
42199,O=C(O)COc1ccc(Cl)cc1,CCCOC(C)=O,-3.223888366691745,0.67,0.559,0.0,0.548
6102,CC(=O)c1cccc([N+](=O)[O-])c1,CCO,-4.147112627760756,0.633,0.783,0.4,0.658
21541,Cc1ccc(NC(=O)/C(=C/Cl)Sc2ccccc2)cc1,CCOC(C)=O,-2.952672784093544,0.656,0.603,0.0,0.542
11148,COC(=O)Nc1nc2ccc(C(=O)c3ccc(F)cc3)cc2[nH]1,CCCO,-10.743743598134284,0.658,0.748,0.367,0.782
37767,NS(=O)(=O)Cc1noc2ccccc12,C1COCCO1,-3.178934217775253,0.737,0.312,0.0,0.444
39223,CCOC(=O)[C@@H]1CSCN1.Cl,O,-2.088135222448569,0.681,0.997,1.062,0.025
35651,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,C1CCOC1,-7.292829697442567,0.714,0.634,0.0,0.591
33553,Cc1cc(C)cc(OCC2CNC(=O)O2)c1,Cc1ccccc1,-5.847364203134225,0.782,0.284,0.0,0.128
20120,Cc1c(N)cccc1C(=O)O,CCOC(C)=O,-6.359633870472449,0.656,0.603,0.0,0.542
6380,OC[C@H](O)[C@@H](O)[C@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,CCO,-10.031320924046012,0.633,0.783,0.4,0.658
28629,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1,CC(C)O,-6.381844017798105,0.633,0.808,0.283,0.83
24045,O=[N+]([O-])c1nonc1-c1no[n+]([O-])c1-c1nonc1[N+](=O)[O-],ClCCl,-4.78466653743569,0.761,0.769,0.04,0.178
17276,CN(C)/C=C/C(=O)c1cccnc1,CC(C)=O,-4.366153285517592,0.651,0.907,0.0,0.475
50008,CC1(C)CO[P+]([O-])(Oc2c(Br)cc(Br)cc2Br)OC1,ClC(Cl)Cl,-2.3573581188413373,0.783,0.614,0.047,0.071
3876,COc1cc(Cl)nc(N)n1,CO,-5.374982451483522,0.608,0.904,0.605,0.545
42485,O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,CN(C)C=O,-4.193391715823335,0.759,0.977,0.031,0.613
16227,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]32)C1,CCCCO,-4.373027250877081,0.674,0.655,0.341,0.809
13711,c1ccc2[nH]c(-c3cscn3)nc2c1,CCCCO,-5.929053286986585,0.674,0.655,0.341,0.809
30140,S=C(Nc1ccccc1)Nc1ccccc1,CC(C)O,-6.1511639258656565,0.633,0.808,0.283,0.83
16695,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,CC(C)=O,-3.798694320121143,0.651,0.907,0.0,0.475
26662,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,CC#N,-10.770988120240853,0.645,0.974,0.044,0.286
5799,CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,CCO,-6.673711353199639,0.633,0.783,0.4,0.658
14630,CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,CCCCO,-5.860401197597839,0.674,0.655,0.341,0.809
