,SMILES,"T,K",Solubility,Solvent,SMILES_Solvent,Source
2502,CN/C(=C\[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,303.15,0.07653,methanol,CO,10.1021/je1000928
2511,CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,303.15,0.0003572,methanol,CO,10.1021/je9009909
2519,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,303.15,0.0003112,methanol,CO,10.1021/je900742p
2528,Nc1ccc(O)c(C(=O)O)c1,303.15,0.002154,methanol,CO,10.1021/je900646u
2538,OC[C@H]1O[C@H](O[C@]2(CCl)O[C@H](CCl)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1Cl,303.15,0.03615,methanol,CO,10.1021/je9008427
2608,CP1(=O)OCC2(CO1)COP(C)(=O)OC2,303.15,0.0056,methanol,CO,10.1021/je9004189
2617,CC(C)(C)c1cc(CCC(=O)OCC(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,303.15,0.000544,methanol,CO,10.1021/je900435t
2665,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,303.15,0.0002845,methanol,CO,10.1021/je800991v
2669,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)CCC2(C)C)C(C)(C)CCC1=O,303.15,2.93e-06,methanol,CO,10.1021/je800801x
2696,CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1,303.15,0.0084,methanol,CO,10.1021/je800742d
2713,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,303.15,0.00194804,methanol,CO,10.1021/je800515w
2722,O=C(Oc1ccccc1)c1ccccc1O,303.15,0.274,methanol,CO,10.1021/je800668j
2728,CCN1CCN(c2cc3c(cc2F)c(=O)cc(C(=O)[O-])n3C2CC2)CC1.[Na+],303.15,0.0013,methanol,CO,10.1021/je8005826
2763,COC(=O)/C=C(\C)N[C@@H](C(=O)[O-])c1ccc(O)cc1.[K+],303.15,0.003958,methanol,CO,10.1021/je800506q
2779,C1CN2CCN1CC2,303.15,0.377,methanol,CO,10.1021/je8005375
2793,CN(C)CCn1[nH]nnc1=S,303.15,0.0002195,methanol,CO,10.1021/je8003244
2806,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1.[K+],303.15,0.03746,methanol,CO,10.1021/je7007236
2823,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,303.15,0.0249,methanol,CO,10.1021/je7007457
2931,C1CN2CCN1CC2,303.15,0.0149,methanol,CO,10.1021/je700186v
2969,CNc1nc(C)nc(OC)n1,303.15,0.1229,methanol,CO,10.1021/acs.jced.1c00288
2979,COCCOc1ccccc1S(=O)(=O)NC(=O)Nc1nc(OC)nc(OC)n1,303.15,0.003644,methanol,CO,10.1021/acs.jced.1c00357
2989,COC(=O)c1sccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,303.15,0.0001327,methanol,CO,10.1021/acs.jced.1c00267
2998,CN(C)C(=N)N=C(N)N.Cl,303.15,0.01415,methanol,CO,10.1021/acs.jced.1c00338
3008,CCCc1cc(=O)[nH]c(=S)[nH]1,303.15,0.01078,methanol,CO,10.1021/acs.jced.1c00071
3017,OCC(CO)(CO)CO,303.15,0.002096,methanol,CO,10.1021/acs.jced.1c00080
3027,O=C1C=CC(=O)N1c1ccccc1Br,303.15,0.03561,methanol,CO,10.1021/acs.jced.1c00151
3037,CCS(=O)(=O)c1cccnc1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,303.15,5.497e-05,methanol,CO,10.1021/acs.jced.0c00632
3047,Nc1cc(-c2ccncc2)c[nH]c1=O,303.15,0.0001109,methanol,CO,10.1021/acs.jced.0c00393
3057,O=C(NCCO[N+](=O)[O-])c1cccnc1,303.15,0.002397,methanol,CO,10.1021/acs.jced.0c00370
3067,CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,303.15,0.0007099,methanol,CO,10.1021/acs.jced.0c00371
3077,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,303.15,0.009521,methanol,CO,10.1021/acs.jced.0c00267
3087,CC1=NN(c2ccccc2)C(=O)C1,303.15,0.02739,methanol,CO,10.1021/acs.jced.9b00881
3096,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,303.15,0.000171,methanol,CO,10.1021/acs.jced.9b00728
3138,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,303.15,0.000637,methanol,CO,10.1021/acs.jced.9b00930
3148,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,303.15,0.000301,methanol,CO,10.1021/acs.jced.9b00331
3156,N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl,303.15,0.00426,methanol,CO,10.1021/acs.jced.9b00353
3166,CP(=O)(O)CC[C@H](N)C(=O)O,303.15,0.00024,methanol,CO,10.1021/acs.jced.9b00004
3175,CP(=O)(O)CC[C@H](N)C(=O)O.Cl,303.15,0.01337,methanol,CO,10.1021/acs.jced.9b00004
3184,c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,303.15,0.008438,methanol,CO,10.1021/acs.jced.9b00097
3194,N#CCc1ccc([N+](=O)[O-])cc1,303.15,0.006948,methanol,CO,10.1021/acs.jced.9b00005
3205,O=Cc1ccc(C(=O)O)cc1,303.15,0.01285,methanol,CO,10.1021/acs.jced.8b01262
3215,O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,303.15,0.0001429,methanol,CO,10.1021/acs.jced.8b01186
3224,C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(=O)O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,303.15,0.008174,methanol,CO,10.1021/acs.jced.8b00988
3232,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,303.15,0.01052,methanol,CO,10.1021/acs.jced.8b00863
3245,COc1cc(N)nc(OC)n1,303.15,0.03522,methanol,CO,10.1021/acs.jced.8b00719
3255,N#Cc1ccc([N+](=O)[O-])cc1,303.15,0.007878,methanol,CO,10.1021/acs.jced.8b00555
3262,C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C=O,303.15,0.00307,methanol,CO,10.1021/acs.jced.8b00361
3269,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,303.15,2.39e-05,methanol,CO,10.1021/acs.jced.8b00309
3278,N#Cc1cccc([N+](=O)[O-])c1,303.15,0.01116,methanol,CO,10.1021/acs.jced.8b00230
3287,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,303.15,0.001411,methanol,CO,10.1021/acs.jced.8b00179
3303,CN1CC(O)c2cc(N=NC(N)=O)c(O)cc21,303.15,9.974e-05,methanol,CO,10.1021/acs.jced.7b00982
3314,CCOc1cc(C=O)ccc1O,303.15,0.307,methanol,CO,10.1021/acs.jced.6b00972
3321,COC(=O)[C@H](N)c1ccc(O)cc1,303.15,0.0050488,methanol,CO,10.1021/acs.jced.6b00415
3331,O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1,303.15,0.0008707,methanol,CO,10.1021/acs.jced.6b00421
3366,Nc1cc(Cl)cc(Cl)c1,303.15,0.3538,methanol,CO,10.1021/je500744k
3377,O=[N+]([O-])c1cccc(Cl)c1Cl,303.15,0.03755,methanol,CO,10.1021/je500494d
3388,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(=O)O,303.15,0.0009393,methanol,CO,10.1021/je500259m
3400,O=C(O)CC(O)(CC(=O)O)C(=O)O,303.15,0.2166,methanol,CO,10.1021/je400838e
3405,Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,303.15,0.00604,methanol,CO,10.1016/j.jct.2021.106612
3415,S=C(Nc1ccccc1)Nc1ccccc1,303.15,0.003711,methanol,CO,10.1016/j.jct.2021.106605
3424,c1ccc2[nH]c(-c3cscn3)nc2c1,303.15,0.002005,methanol,CO,10.1016/j.jct.2021.106616
3434,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O.O=C(O)c1ccccc1,303.15,0.004232,methanol,CO,10.1016/j.jct.2021.106474
3442,CC(=O)Nc1ccc(C(=O)O)cc1,303.15,0.009412,methanol,CO,10.1016/j.jct.2021.106478
3452,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,303.15,0.009994,methanol,CO,10.1016/j.jct.2021.106451
3463,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O.Cl,303.15,0.00236,methanol,CO,10.1016/j.jct.2021.106399
3471,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,303.15,4.954e-05,methanol,CO,10.1016/j.jct.2020.106323
3481,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,303.15,0.02889,methanol,CO,10.1016/j.jct.2020.106259
3490,O=c1cc(CO)occ1O,303.15,0.0132,methanol,CO,10.1016/j.jct.2020.106280
3501,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,303.15,0.002128,methanol,CO,10.1016/j.jct.2020.106273
3509,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,303.15,0.00657,methanol,CO,10.1016/j.jct.2020.106239
3519,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,303.15,0.0031957,methanol,CO,10.1016/j.jct.2020.106231
3529,N#Cc1ccc2c(c1)OCO2,303.15,0.02399,methanol,CO,10.1016/j.jct.2020.106191
3540,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,303.15,0.00495,methanol,CO,10.1016/j.jct.2020.106126
3549,O=c1[nH]c(=O)n(C2CCCO2)cc1F,303.15,0.009249,methanol,CO,10.1016/j.jct.2020.106090
3557,CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],303.15,0.002245,methanol,CO,10.1016/j.jct.2020.106116
3568,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,303.15,0.001176,methanol,CO,10.1016/j.jct.2019.105969
3576,CNC[C@H](O)c1cccc(O)c1.Cl,303.15,0.123,methanol,CO,10.1016/j.jct.2019.105959
3587,COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,303.15,5.539e-05,methanol,CO,10.1016/j.jct.2019.07.018
3594,Cl.c1ccc([C@H]2CN3CCSC3=N2)cc1,303.15,0.05951,methanol,CO,10.1016/j.jct.2019.105882
3604,Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-],303.15,0.005693,methanol,CO,10.1016/j.jct.2019.03.029
3611,Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-],303.15,0.005772,methanol,CO,10.1016/j.jct.2019.01.013
3621,N[C@H](Cc1c[nH]c2ccccc12)C(=O)O,303.15,0.0003582,methanol,CO,10.1016/j.jct.2018.08.018
3633,O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,303.15,7.71e-06,methanol,CO,10.1016/j.jct.2016.02.020
3645,Brc1cn[nH]c1,303.15,0.3553,methanol,CO,10.1016/j.jct.2017.05.005
3655,O=C(Nc1ccccc1-c1ccc(Cl)cc1)c1cccnc1Cl,303.15,0.003151,methanol,CO,10.1016/j.jct.2017.04.017
3666,c1ccc(-c2nnn[nH]2)cc1,303.15,0.02295,methanol,CO,10.1016/j.jct.2017.04.019
3685,S=c1[nH]c2ccccc2s1,303.15,0.01919,methanol,CO,10.1016/j.jct.2017.05.013
3697,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O,303.15,0.003972,methanol,CO,10.1016/j.jct.2017.03.038
3709,Cc1cc(C)[nH]n1,303.15,0.1582,methanol,CO,10.1016/j.jct.2017.02.011
3724,Cc1ccc(N)c([N+](=O)[O-])c1,303.15,0.01977,methanol,CO,10.1016/j.jct.2017.02.008
3737,Nc1ccc(N)c([N+](=O)[O-])c1,303.15,0.01099,methanol,CO,10.1016/j.jct.2017.01.006
3754,CC(C)c1ncc[nH]1,303.15,0.3342,methanol,CO,10.1016/j.jct.2016.12.028
3767,Clc1ccc2c(c1)Nc1ccccc1S2,303.15,0.006469,methanol,CO,10.1016/j.jct.2016.11.029
3782,Nc1ccc([N+](=O)[O-])cc1N,303.15,0.002079,methanol,CO,10.1016/j.jct.2016.11.014
3799,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,303.15,0.04974,methanol,CO,10.1016/j.jct.2016.11.032
3814,Cc1cc([N+](=O)[O-])ccc1N,303.15,0.01977,methanol,CO,10.1016/j.jct.2016.10.037
3827,Nc1ccccc1N,303.15,0.06852,methanol,CO,10.1016/j.jct.2016.10.018
3846,O=Cc1cccc([N+](=O)[O-])c1,303.15,0.4187,methanol,CO,10.1016/j.jct.2016.10.040
3852,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,303.15,0.02059,methanol,CO,10.1016/j.jct.2016.10.046
3863,Cn1cnc([N+](=O)[O-])c1Cl,303.15,0.00603,methanol,CO,10.1016/j.jct.2016.10.006
3876,COc1cc(Cl)nc(N)n1,303.15,0.004631,methanol,CO,10.1016/j.jct.2016.10.020
3884,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,303.15,0.000907,methanol,CO,10.1016/j.jct.2016.09.011
3892,O=Cc1ccc([N+](=O)[O-])cc1,303.15,0.08837,methanol,CO,10.1016/j.jct.2016.09.012
3903,Nc1nnc[nH]1,303.15,0.05374,methanol,CO,10.1016/j.jct.2016.09.033
3913,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,303.15,0.00045,methanol,CO,10.1016/j.jct.2016.09.015
3928,CC1=NN(c2ccc(C)cc2)C(=O)C1,303.15,0.03675,methanol,CO,10.1016/j.jct.2016.08.007
3943,O=[N+]([O-])c1ccc(O)c2ncccc12,303.15,0.001066,methanol,CO,10.1016/j.jct.2016.04.018
3953,Cc1ccc(C(C)C)c(O)c1,303.15,0.7377,methanol,CO,10.1016/j.jct.2015.09.010
3961,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,303.15,0.006863,methanol,CO,10.1016/j.jct.2015.11.005
3976,O=C1NC(=O)c2ccccc21,303.15,0.003172,methanol,CO,10.1016/j.jct.2015.10.024
3993,Cc1cccc([N+](=O)[O-])c1N,303.15,0.02124,methanol,CO,10.1016/j.jct.2016.05.027
4008,O=S(=O)(c1ccc(O)cc1)c1ccccc1O,303.15,0.07392,methanol,CO,10.1016/j.jct.2016.07.001
4021,Cc1cc(C(=O)O)ccc1[N+](=O)[O-],303.15,0.01201,methanol,CO,10.1016/j.jct.2016.07.023
4032,NCCCC(=O)O,303.15,0.003043,methanol,CO,10.1016/j.jct.2016.07.014
4042,CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,303.15,0.167,methanol,CO,10.1016/j.jct.2015.09.032
4051,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1.CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1.Cl,303.15,0.0002532,methanol,CO,10.1016/j.jct.2015.11.024
4060,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]32)C1,303.15,0.00437,methanol,CO,10.1016/j.jct.2016.01.023
4069,C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,303.15,0.01453,methanol,CO,10.1016/j.jct.2016.03.039
4078,C/C=C/C=C/C(=O)O,303.15,0.06425,methanol,CO,10.1016/j.jct.2015.02.004
4097,O=C(O)CCCCCCCCCCCC(=O)O,303.15,0.00541,methanol,CO,10.1016/j.jct.2015.05.026
4114,O=[N+]([O-])c1cccc2cccc([N+](=O)[O-])c12,303.15,0.0008907,methanol,CO,10.1016/j.jct.2015.07.010
4123,CCOC(=O)Cc1c(C(=O)OCC)sc(N)c1C#N,303.15,0.01763,methanol,CO,10.1016/j.jct.2015.11.025
4132,Nc1ccc(N2CCOCC2=O)cc1,303.15,0.005889,methanol,CO,10.1016/j.jct.2016.01.022
4145,O=C1c2cccc(Cl)c2C(=O)N1c1ccccc1,303.15,0.0003078,methanol,CO,10.1016/j.jct.2016.01.003
4156,O=P([O-])([O-])OC[C@H]1O[C@@H](n2cnc3c(O)ncnc32)[C@H](O)[C@@H]1O.[Na+].[Na+],303.15,0.004174,methanol,CO,10.1016/j.jct.2014.04.023
4168,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.Cl,303.15,0.0116299,methanol,CO,10.1016/j.jct.2012.08.007
4202,Clc1ncnc2[nH]ccc12,303.15,0.0152,methanol,CO,10.1016/j.jct.2021.106493
4211,Nc1nc(N)nc(NC2CC2)n1,303.15,0.003095,methanol,CO,10.1016/j.fluid.2018.07.024
4220,Cn1cc([N+](=O)[O-])cn1,303.15,0.009231,methanol,CO,10.1016/j.fluid.2018.05.023
4226,CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O,303.15,0.00654,methanol,CO,10.1016/j.fluid.2018.05.005
4236,Cc1cc(C)c(C(=O)P(=O)(c2ccccc2)c2ccccc2)c(C)c1,303.15,0.2718,methanol,CO,10.1016/j.fluid.2018.01.015
4243,O=C1NC(=O)C2C3C=CC(C3)C12,303.15,0.01567,methanol,CO,10.1016/j.fluid.2019.112301
4252,Cn1nc([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],303.15,0.037011,methanol,CO,10.1016/j.fluid.2017.04.008
4261,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,303.15,0.00416,methanol,CO,10.1016/j.fluid.2016.10.021
4268,CCOc1ccccc1C(N)=O,303.15,0.02695,methanol,CO,10.1016/j.fluid.2016.08.019
4275,COC(=O)[C@H](N)c1ccccc1.Cl,303.15,0.085,methanol,CO,10.1016/j.fluid.2016.02.020
4281,CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,303.15,0.012833,methanol,CO,10.1016/j.fluid.2015.10.047
4294,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.Cc1c(Nc2ncccc2C(=O)O)cccc1C(F)(F)F,303.15,0.04478,methanol,CO,10.1016/j.fluid.2015.06.026
4305,O=c1ccc2ccccc2o1,303.15,0.1221,methanol,CO,10.1016/j.fluid.2015.03.022
4314,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1.O,303.15,0.00016335,methanol,CO,10.1016/j.fluid.2015.01.001
4322,N=C(N)N.O=[N+]([O-])O,303.15,0.0148,methanol,CO,10.1016/j.fluid.2014.12.037
4333,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,303.15,0.0001366,methanol,CO,10.1016/j.fluid.2014.12.020
4336,O=C(O)CN(CC(=O)O)CP(=O)(O)O,303.15,6.27e-05,methanol,CO,10.1016/j.fluid.2014.08.036
4349,CCn1c2ccccc2c2ccccc21,303.15,0.0082,methanol,CO,10.1016/j.fluid.2014.06.030
4359,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,303.15,0.00487,methanol,CO,10.1016/j.fluid.2014.04.028
4381,O=C1C=CC(=O)O1,303.15,0.07188,methanol,CO,10.1016/j.fluid.2014.01.008
4397,CC1(C)CO[P+]([O-])(Oc2c(Br)cc(Br)cc2Br)OC1,303.15,0.00296,methanol,CO,10.1016/j.fluid.2013.09.023
4406,Nc1ccc(Oc2ccc(N)cc2)cc1,303.15,0.002081,methanol,CO,10.1016/j.fluid.2013.07.010
4416,C/C=C/C(=O)O,303.15,0.3323,methanol,CO,10.1016/j.fluid.2013.06.038
4422,COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,303.15,0.00042,methanol,CO,10.1016/j.fluid.2013.06.037
4444,COC(=O)[C@@H](N)CS.Cl,303.15,0.04285,ethanol,CCO,10.1021/acs.jced.0c00795
4455,CC1(C)NC(=O)NC1=O,303.15,0.06718,ethanol,CCO,10.1021/acs.jced.9b01020
4466,NS(=O)(=O)Cc1noc2ccccc12,303.15,0.002898,ethanol,CCO,10.1021/acs.jced.0c00249
4475,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,303.15,0.000331,ethanol,CCO,10.1021/acs.jced.0c00254
4483,O=Cc1cc(Br)c(O)c(Br)c1,303.15,0.005547,ethanol,CCO,10.1021/acs.jced.0c00376
4493,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,303.15,0.000486,ethanol,CCO,10.1021/acs.jced.0c00301
4503,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,303.15,0.01054,ethanol,CCO,10.1021/acs.jced.0c00127
4512,O=C(Nc1ccccc1)c1ccccc1,303.15,0.006731,ethanol,CCO,10.1021/acs.jced.0c00167
4520,Nc1ccc(S(N)(=O)=O)cc1,303.15,0.01394,ethanol,CCO,10.1021/acs.jced.9b00411
4526,O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,303.15,0.0009,ethanol,CCO,10.1021/acs.jced.0c00558
4538,O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,303.15,0.000679,ethanol,CCO,10.1021/acs.jced.0c00616
4548,CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,303.15,0.004313,ethanol,CCO,10.1021/acs.jced.1c00092
4556,O=C(O)COc1ccc(Cl)cc1,303.15,0.05447,ethanol,CCO,10.1021/acs.jced.1c00153
4566,Cc1cc(Cl)cc(C(=O)O)c1N,303.15,0.00934,ethanol,CCO,10.1021/acs.jced.1c00047
4574,Cc1c(N)cccc1C(=O)O,303.15,0.006278,ethanol,CCO,10.1021/acs.jced.1c00109
4582,N=C(N)NCCC[C@H](N)C(=O)O.O=C1CC[C@@H](C(=O)O)N1,303.15,0.000146,ethanol,CCO,10.1021/acs.jced.0c01074
4587,c1ccc(-n2c(-c3cc(-c4nc5ccccc5n4-c4ccccc4)cc(-c4nc5ccccc5n4-c4ccccc4)c3)nc3ccccc32)cc1,303.15,0.000542,ethanol,CCO,10.1021/acs.jced.1c00163
4595,CC(=O)Nc1ccccc1[N+](=O)[O-],303.15,0.03235,ethanol,CCO,10.1021/acs.jced.1c00037
4602,CSCCC(NC(C)=O)C(=O)O,303.15,0.0954,ethanol,CCO,10.1021/acs.jced.1c00064
4609,O=C(O)c1ccc(CO)cc1,303.15,0.04679,ethanol,CCO,10.1021/acs.jced.1c00035
4618,Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,303.15,0.004151,ethanol,CCO,10.1021/acs.jced.1c00062
4637,O=C(O)[C@@H]1C[C@@H](O)CN1,303.15,0.000226,ethanol,CCO,10.1021/acs.jced.0c00794
4648,O=Cc1cc(C=O)cc(C=O)c1,303.15,0.003649,ethanol,CCO,10.1021/acs.jced.0c00776
4656,OCC(O)COc1ccc(Cl)cc1,303.15,0.1215,ethanol,CCO,10.1021/acs.jced.0c00900
4668,COc1cc2nc(Cl)nc(N)c2cc1OC,303.15,0.0004973,ethanol,CCO,10.1021/acs.jced.0c00506
4673,O=C(O)[C@@H]1CSCN1,303.15,0.00018,ethanol,CCO,10.1021/acs.jced.0c00996
4680,O=C(Nc1ccccc1)c1ccccc1O,303.15,0.0322275,ethanol,CCO,10.1021/acs.jced.0c01078
4690,O=C(O)c1cccc(O)c1O,303.15,0.09733,ethanol,CCO,10.1021/acs.jced.0c01032
4711,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,303.15,0.00033295,ethanol,CCO,10.1021/acs.jced.0c00803
4719,c1ccc2[nH]c(-c3cscn3)nc2c1,303.15,0.001921,ethanol,CCO,10.1021/acs.jced.0c00724
4728,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,303.15,0.03624,ethanol,CCO,10.1021/acs.jced.0c00655
4739,c1cnc2[nH]ccc2c1,303.15,0.2521,ethanol,CCO,10.1021/acs.jced.0c00128
4749,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,303.15,0.00246,ethanol,CCO,10.1021/acs.jced.0c00040
4757,Nc1cccc(Cl)c1C(=O)O,303.15,0.07023,ethanol,CCO,10.1021/acs.jced.0c00320
4764,CC1=NN(c2ccccc2)C(=O)C1,303.15,0.033871,ethanol,CCO,10.1021/acs.jced.0c00290
4773,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,303.15,0.00494,ethanol,CCO,10.1021/acs.jced.0c00201
4780,Cl.N=C(N=C(N)N)N1CCOCC1,303.15,0.003558,ethanol,CCO,10.1021/acs.jced.0c00015
4785,O=C(O)CNCc1ccccc1,303.15,0.00043,ethanol,CCO,10.1021/acs.jced.1c00050
4793,O=C(O)c1cccc([N+](=O)[O-])c1O,303.15,0.08259,ethanol,CCO,10.1021/acs.jced.1c00259
4800,Cl.N[C@@H](Cc1ccccc1)C(=O)OCc1ccccc1,303.15,0.004913,ethanol,CCO,10.1021/acs.jced.1c00239
4809,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,303.15,0.001018,ethanol,CCO,10.1021/acs.jced.1c00302
4814,CCOC(=O)[C@@H]1CSCN1.Cl,303.15,0.019261,ethanol,CCO,10.1021/acs.jced.1c00079
