,smiles,solvent,logsol,ET(30) (kcal mol-1),ETN
52408,Cl.c1ccc([C@H]2CN3CCSC3=N2)cc1,CCCCCCO,-6.090622118641201,48.8,0.559
39582,CC(=NC#N)N(C)Cc1ccc(Cl)nc1,O,-7.706262975199909,63.1,1.0
31172,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O.O=C(O)/C=C\C(=O)O,CCCCCCCCO,-6.636965074200575,48.1,0.537
31206,CC(C)c1ccc(N=C2SCC3CCCN2C3)cc1,CCCCCCCCO,-1.8078888511579383,48.1,0.537
1408,COc1cc(C(=O)O)cc(OC)c1O,CO,-3.870401330737327,55.4,0.762
11663,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,CCCO,-4.454167312451564,50.7,0.617
38293,O=C(O)Cc1c[nH]c2ccccc12,C1COCCO1,-10.594237608496352,36.0,0.164
38994,O=C1c2cccc(Cl)c2C(=O)N1c1ccccc1,C1COCCO1,-4.314741887868285,36.0,0.164
14486,CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,CCCCO,-4.61562464389195,49.7,0.586
5748,COC(=O)Nc1nc2ccc(C(=O)c3ccc(F)cc3)cc2[nH]1,CCO,-12.122467061675376,51.9,0.654
24413,O=C(O)[C@@H]1C[C@@H](O)CN1,CC#N,-8.831903936255937,45.6,0.46
20730,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,CCOC(C)=O,-8.275424175978863,38.1,0.228
37259,CCOc1ccccc1C(N)=O,CCC(C)O,-4.179641046844186,47.1,0.506
31276,Br.c1ccc(NC2=NCCC3(CCCCC3)[Se]2)cc1,CCCCCCCCO,-3.582719258285546,48.1,0.537
64,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,CO,-7.816573996017591,55.4,0.762
39187,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,O,-10.218198297375828,63.1,1.0
5791,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,CCO,-7.095290402828979,51.9,0.654
31343,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,CCCCCCCCO,-13.36507208421338,48.1,0.537
11211,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,CCCO,-8.158121122877784,50.7,0.617
36371,CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O,CCC(C)=O,-2.678064305611953,41.3,0.327
32212,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,Cc1ccccc1,-14.870201659574455,33.9,0.099
48045,CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,CC(C)(C)O,-5.410143181730294,43.3,0.389
4349,CCn1c2ccccc2c2ccccc21,CO,-4.803621124711929,55.4,0.762
16068,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,CCCCO,-2.2537949288246137,49.7,0.586
25854,CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,CC#N,-6.781651402186411,45.6,0.46
38981,Nc1ccc(N2CCOCC2=O)cc1,C1COCCO1,-4.382826954844651,36.0,0.164
9962,COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,CCO,-7.487573774235079,51.9,0.654
31334,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,CCCCCCCCO,-13.305085014219625,48.1,0.537
12705,COc1cccc(C=O)c1O,CCCO,-0.5896884721917154,50.7,0.617
23521,N=C(Nc1ccccc1)Nc1ccccc1,CCOC(C)=O,-2.746687084717128,38.1,0.228
37363,CC(=O)N1CCC[C@H]1C(=O)O,CCC(C)O,-2.391853560752228,47.1,0.506
5943,NC(=O)c1cccnc1,CCO,-2.9249197253500663,51.9,0.654
13819,Nc1cccc(C(=O)O)c1,CCCCO,-4.673556098854556,49.7,0.586
48009,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,CCCCOC(C)=O,-4.951894799073656,38.5,0.241
43485,Nc1ccc(Oc2ccc(N)cc2)cc1,CN(C)C=O,-2.1169357461074165,43.2,0.386
1256,CC[C@@H](C(N)=O)N1CCCC1=O,CO,-1.846426870570364,55.4,0.762
47109,O=C(N[C@H](C(=O)O)c1ccccc1)OCc1ccccc1,COC(C)=O,-2.9169395775888924,38.9,0.253
44657,Nc1cccc(Cl)c1C(=O)O,OCCO,-3.1622592244493046,56.3,0.79
47132,CCOC(=O)[C@@H](N)CCc1ccccc1.Cl,COC(C)=O,-9.028018815182229,38.9,0.253
36093,CCOc1ccc(NC(C)=O)cc1,C1CCOC1,-3.2302907276835,37.4,0.207
5440,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,CCO,-8.334871634622283,51.9,0.654
3047,Nc1cc(-c2ccncc2)c[nH]c1=O,CO,-9.106881663607952,55.4,0.762
23037,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,CCOC(C)=O,-4.683131727457804,38.1,0.228
47095,CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)O,COC(C)=O,-3.133134003423281,38.9,0.253
27754,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,CC(C)O,-6.687335433589523,48.4,0.546
851,O=C1C=CC(=O)N1c1ccccc1Br,CO,-3.3351287816924504,55.4,0.762
44677,O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,OCCO,-3.0447124557757097,56.3,0.79
52938,CCCCCCCCN1C=CN(C)C1.O=[N+]([O-])O,CCCCC,-6.506967760425084,31.0,0.009
31950,COc1cc2nc(Cl)nc(N)c2cc1OC,Cc1ccccc1,-11.281813744006842,33.9,0.099
13747,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,CCCCO,-4.374058465024705,49.7,0.586
10331,CCOC(=O)[C@@H]1CSCN1.Cl,CCCO,-4.427024000604617,50.7,0.617
35252,COC(=O)[C@H](N)c1ccc(O)cc1,CCCCCO,-6.83906912119369,49.1,0.586
32268,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,Cc1ccccc1,-7.9748689005908755,33.9,0.099
38612,O=C(/C=C/c1ccc(-c2cccc([N+](=O)[O-])c2)o1)c1ccccc1,C1COCCO1,-5.184274650507376,36.0,0.164
38706,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,C1COCCO1,-6.93471546056492,36.0,0.164
9531,N=C(Nc1ccccc1)Nc1ccccc1,CCO,-3.3156620935558925,51.9,0.654
24289,O=C(Nc1ccccc1)c1ccccc1,CC#N,-4.903037283498238,45.6,0.46
21620,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,CCOC(C)=O,-2.105621259463221,38.1,0.228
37899,O=C(O)c1cccc([N+](=O)[O-])c1O,C1COCCO1,-3.1333864388527863,36.0,0.164
45840,COC(=O)N(OC)c1ccccc1COc1ccn(-c2ccc(Cl)cc2)n1,C1CCCCC1,-5.408355471756974,30.9,0.006
7844,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1.[K+],CCO,-3.0514564223263525,51.9,0.654
8774,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,CCO,-13.69772752230789,51.9,0.654
10036,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,CCCO,-8.025550387067021,50.7,0.617
23600,Nc1ccc(N2CCOCC2=O)cc1,CCOC(C)=O,-5.96423856085439,38.1,0.228
27674,CC(=O)N[C@@H](CC(C)C)C(=O)O,CC(C)O,-3.4654159539888063,48.4,0.546
43929,Cc1cc(C(=O)O)ccc1[N+](=O)[O-],CN(C)C=O,-2.199126384625816,43.2,0.386
28450,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,CC(C)O,-8.801547473775344,48.4,0.546
34319,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1,CC(C)CO,-7.107182303679031,48.6,0.552
37912,CCOC(=O)[C@@H]1CSCN1.Cl,C1COCCO1,-7.044721134055294,36.0,0.164
24324,O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,CC#N,-7.064409089027514,45.6,0.46
30809,CCOC(=O)Cc1c(C(=O)OCC)sc(N)c1C#N,CC(C)O,-4.533780189901418,48.4,0.546
20393,O=C(O)c1cccc(C(=O)O)n1,CCOC(C)=O,-6.139964555426426,38.1,0.228
42096,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.Cc1c(Nc2ncccc2C(=O)O)cccc1C(F)(F)F,O,-3.8608547188537465,63.1,1.0
38364,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,C1COCCO1,-6.93471546056492,36.0,0.164
41381,O=C(NCCO[N+](=O)[O-])c1cccnc1,O,-8.143906981672307,63.1,1.0
5148,COc1cc([N+](=O)[O-])ccc1N,CCO,-5.056941046972767,51.9,0.654
45167,CC(=O)Nc1ccccc1[N+](=O)[O-],C1CCCCC1,-5.896518069799028,30.9,0.006
14182,CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4C[C@H]3C[C@@H]12,CCCCO,-9.26079191547228,49.7,0.586
42234,CCOc1ccccc1C(N)=O,CCCOC(C)=O,-4.594329162810216,37.5,0.21
12463,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,CCCO,-4.305065593537753,50.7,0.617
45244,Oc1ccc(OCc2ccccc2)cc1,C1CCCCC1,-5.531511253715748,30.9,0.006
13776,O=C(O)c1cccc([N+](=O)[O-])c1O,CCCCO,-2.762084089594696,49.7,0.586
26806,Cc1cc(C(=O)O)ccc1[N+](=O)[O-],CC#N,-5.363175938896533,45.6,0.46
22585,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C,CCOC(C)=O,-4.528209144851963,38.1,0.228
27375,O=C(O)c1cccc([N+](=O)[O-])c1O,CC(C)O,-2.679608527470907,48.4,0.546
49624,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,ClC(Cl)Cl,-4.29768548624013,39.1,0.259
8212,COC(=O)c1sccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,CCO,-9.510095025662231,51.9,0.654
27911,O=C1C=CC(=O)N1c1ccccc1Br,CC(C)O,-3.81217767045843,48.4,0.546
19829,Nc1nc(N)nc(NC2CC2)n1,CC(C)=O,-7.124544064658339,42.2,0.355
40709,O=C(O)c1ccc(Cl)cc1C(=O)O,O,-1.9303321190919949,63.1,1.0
34080,N[C@H](Cc1c[nH]cn1)C(=O)O,CC(C)CO,-7.070509530283563,48.6,0.552
30669,COC(=O)N(OC)c1ccccc1COc1ccn(-c2ccc(Cl)cc2)n1,CC(C)O,-4.586348431747504,48.4,0.546
31796,O=C(O)c1ccc(C(=O)O)cc1,O=C1CCCCC1,-8.60384099814191,39.8,0.281
148,Cc1c(N)cccc1C(=O)O,CO,-4.775247016365609,55.4,0.762
16735,CCOC(=O)[C@@H]1CSCN1.Cl,CC(C)=O,-7.9633080781898,42.2,0.355
11091,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(SC3Cn4cnc[n+]4C3)[C@H](C)[C@H]12,CCCO,-10.67308390525948,50.7,0.617
42254,O=C(O)c1cccc(O)c1O,CCCOC(C)=O,-2.8454175128951227,37.5,0.21
31923,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,Cc1ccccc1,-8.947976107508692,33.9,0.099
20112,Cc1cc(Cl)cc(C(=O)O)c1N,CCOC(C)=O,-4.674734649374001,38.1,0.228
713,NC(N)=NC(N)=NCCc1ccccc1,CO,-5.235530378449272,55.4,0.762
13882,OCc1ccccc1O[C@@H]1OC(CO)[C@@H](O)[C@@H](O)C1O,CCCCO,-8.295931409520046,49.7,0.586
21489,CC(=O)c1ccc([N+](=O)[O-])cc1,CCOC(C)=O,-1.5159475693467614,38.1,0.228
23067,O=c1[nH]c(=O)n(C2CCCO2)cc1F,CCOC(C)=O,-4.292185930674092,38.1,0.228
16779,CCO.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl.Cl.O,CC(C)=O,-7.196771574447054,42.2,0.355
9356,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,CCO,-7.96907178290655,51.9,0.654
40180,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,O,-6.742240840504564,63.1,1.0
43832,c1ccc(-c2nnn[nH]2)cc1,CN(C)C=O,-1.1763576372929625,43.2,0.386
47189,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,COC(C)=O,-8.597319235895522,38.9,0.253
14464,N#CCc1ccccc1[N+](=O)[O-],CCCCO,-4.347431989909382,49.7,0.586
14398,CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,CCCCO,-4.814041078015582,49.7,0.586
16252,C/C=C/C=C/C(=O)O,CCCCO,-2.226457732606495,49.7,0.586
23343,COc1cc(Cl)nc(N)n1,CCOC(C)=O,-3.97496280520202,38.1,0.228
34140,CC(=NC#N)N(C)Cc1ccc(Cl)nc1,CC(C)CO,-5.09407125233829,48.6,0.552
45325,CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4C[C@H]3C[C@@H]12,C1CCCCC1,-10.404032866894562,30.9,0.006
2979,COCCOc1ccccc1S(=O)(=O)NC(=O)Nc1nc(OC)nc(OC)n1,CO,-5.6146732995844255,55.4,0.762
29882,CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,CC(C)O,-8.646732562771223,48.4,0.546
40051,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12,O,-11.71381840734962,63.1,1.0
11546,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,CCCO,-3.04934404300264,50.7,0.617
31325,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,CCCCCCCCO,-14.269011115110995,48.1,0.537
425,OCc1ccccc1O[C@@H]1OC(CO)[C@@H](O)[C@@H](O)C1O,CO,-5.854569318528816,55.4,0.762
1490,Cc1cc(C)nc(Nc2ccccc2)n1,CO,-3.471834461261596,55.4,0.762
26480,CC(C)c1ncc[nH]1,CC#N,-3.093565633902754,45.6,0.46
49188,CCOc1ccccc1C(N)=O,CCOC=O,-4.19114184721944,40.9,0.315
11006,N#CCc1ccccc1[N+](=O)[O-],CCCO,-4.19571305661039,50.7,0.617
21299,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O.O=C(O)/C=C\C(=O)O,CCOC(C)=O,-5.157165086792153,38.1,0.228
24352,Cc1cc(Cl)cc(C(=O)O)c1N,CC#N,-6.226680679656461,45.6,0.46
20588,Cc1c(Br)cccc1C(=O)O,CCOC(C)=O,-2.948085620086638,38.1,0.228
3096,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,CO,-8.673847001461613,55.4,0.762
38057,CN(C)Cc1c[nH]c2ccccc12,C1COCCO1,-2.775152004642946,36.0,0.164
14330,Cc1cnc(C(=O)O)cn1,CCCCO,-10.72902392114182,49.7,0.586
49526,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O.[Na],ClC(Cl)Cl,-10.39451054900594,39.1,0.259
24431,O=C(O)[C@@H]1CSCN1,CC#N,-9.944309547056385,45.6,0.46
31162,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)O,CCCCCCCCO,-5.776998536987461,48.1,0.537
42939,CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C,CN(C)C=O,-2.264326380876956,43.2,0.386
29832,O=C1C=CC(=O)N1c1ccccc1Br,CC(C)O,-3.81217767045843,48.4,0.546
25388,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)O,CC#N,-6.649244583830636,45.6,0.46
31140,N[C@H](Cc1c[nH]c2ccccc12)C(=O)O,CCCCCCCCO,-10.484020588726938,48.1,0.537
27073,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,CC(C)O,-8.247166054203177,48.4,0.546
47679,O=C(O)COc1ccc(Cl)cc1,CCCCOC(C)=O,-3.252432608397044,38.5,0.241
50038,Nc1cccc(Cl)c1C(=O)O,CCCCCCCO,-3.385816279623853,48.5,0.549
42850,CN(C)/C=C/C(=O)c1cccnc1,CN(C)C=O,-1.391950325976048,43.2,0.386
4548,CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,CCO,-5.446121561316431,51.9,0.654
45831,CC1=NN(c2ccc(C)cc2)C(=O)C1,C1CCCCC1,-6.659333920483659,30.9,0.006
985,CN(C)/C=C/C(=O)c1cccnc1,CO,-3.1544935659389326,55.4,0.762
42199,O=C(O)COc1ccc(Cl)cc1,CCCOC(C)=O,-3.223888366691745,37.5,0.21
6102,CC(=O)c1cccc([N+](=O)[O-])c1,CCO,-4.147112627760756,51.9,0.654
21541,Cc1ccc(NC(=O)/C(=C/Cl)Sc2ccccc2)cc1,CCOC(C)=O,-2.952672784093544,38.1,0.228
11148,COC(=O)Nc1nc2ccc(C(=O)c3ccc(F)cc3)cc2[nH]1,CCCO,-10.743743598134284,50.7,0.617
37767,NS(=O)(=O)Cc1noc2ccccc12,C1COCCO1,-3.178934217775253,36.0,0.164
39223,CCOC(=O)[C@@H]1CSCN1.Cl,O,-2.088135222448569,63.1,1.0
35651,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,C1CCOC1,-7.292829697442567,37.4,0.207
33553,Cc1cc(C)cc(OCC2CNC(=O)O2)c1,Cc1ccccc1,-5.847364203134225,33.9,0.099
20120,Cc1c(N)cccc1C(=O)O,CCOC(C)=O,-6.359633870472449,38.1,0.228
6380,OC[C@H](O)[C@@H](O)[C@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,CCO,-10.031320924046012,51.9,0.654
28629,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1,CC(C)O,-6.381844017798105,48.4,0.546
24045,O=[N+]([O-])c1nonc1-c1no[n+]([O-])c1-c1nonc1[N+](=O)[O-],ClCCl,-4.78466653743569,40.7,0.309
17276,CN(C)/C=C/C(=O)c1cccnc1,CC(C)=O,-4.366153285517592,42.2,0.355
50008,CC1(C)CO[P+]([O-])(Oc2c(Br)cc(Br)cc2Br)OC1,ClC(Cl)Cl,-2.3573581188413373,39.1,0.259
3876,COc1cc(Cl)nc(N)n1,CO,-5.374982451483522,55.4,0.762
42485,O=C1CC[C@@H](C(=O)N2CSC[C@H]2C(=O)O)N1,CN(C)C=O,-4.193391715823335,43.2,0.386
16227,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]32)C1,CCCCO,-4.373027250877081,49.7,0.586
13711,c1ccc2[nH]c(-c3cscn3)nc2c1,CCCCO,-5.929053286986585,49.7,0.586
30140,S=C(Nc1ccccc1)Nc1ccccc1,CC(C)O,-6.1511639258656565,48.4,0.546
16695,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,CC(C)=O,-3.798694320121143,42.2,0.355
26662,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,CC#N,-10.770988120240853,45.6,0.46
5799,CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,CCO,-6.673711353199639,51.9,0.654
14630,CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,CCCCO,-5.860401197597839,49.7,0.586
15413,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O[C@@H]2O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@H]1C,CCCCO,-10.437923041941252,49.7,0.586
33824,Cl.N[C@@H](Cc1ccccc1)C(=O)OCc1ccccc1,CC(C)CO,-6.715483391335014,48.6,0.552
19762,O=P([O-])([O-])OC[C@H]1O[C@@H](n2cnc3c(O)ncnc32)[C@H](O)[C@@H]1O.[Na+].[Na+],CC(C)=O,-8.642756414391583,42.2,0.355
43329,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)[C@H](C(=O)O)C(C)C,CN(C)C=O,-3.6769508832486624,43.2,0.386
15121,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1.O=S(=O)(O)O,CCCCO,-2.442422038181845,49.7,0.586
31492,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,CCCCCCCCO,-6.367759277916367,48.1,0.537
43517,O=C(Nc1ccc(F)cc1F)c1cccnc1Oc1cccc(C(F)(F)F)c1,CN(C)C=O,-6.482487543577793,43.2,0.386
26959,CCOc1ccccc1C(N)=O,CC#N,-4.323757726549906,45.6,0.46
45502,Cc1cc(C)nc(Nc2ccccc2)n1,C1CCCCC1,-4.152821491981077,30.9,0.006
44832,N[C@H](Cc1c[nH]c2ccccc12)C(=O)O,OCCO,-5.433221129012838,56.3,0.79
41560,C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(=O)O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,O,-10.258164493812188,63.1,1.0
48371,c1ccc(-n2c(-c3cc(-c4nc5ccccc5n4-c4ccccc4)cc(-c4nc5ccccc5n4-c4ccccc4)c3)nc3ccccc32)cc1,CCCCCC,-11.56421875935778,31.0,0.009
8250,O=C1C=CC(=O)N1c1ccccc1Br,CCO,-3.550161534802114,51.9,0.654
52838,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,Cc1ccccc1,-1.9183912901617648,33.9,0.099
39067,N=C(N)NCCC[C@H](N)C(=O)O.O=C1CC[C@@H](C(=O)O)N1,O,-1.7265336843103476,63.1,1.0
34738,Cc1cc(C)c(C(=O)P(=O)(c2ccccc2)c2ccccc2)c(C)c1,CC(C)CO,-1.5141277326297755,48.6,0.552
37963,OCc1ccccc1O[C@@H]1OC(CO)[C@@H](O)[C@@H](O)C1O,C1COCCO1,-6.937204687207425,36.0,0.164
703,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,CO,-4.244465372890485,55.4,0.762
30466,Nc1cc(Cl)ccc1C(=O)O,CC(C)O,-3.8599050511660393,48.4,0.546
38737,CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],C1COCCO1,-5.254109111883716,36.0,0.164
21522,Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1,CCOC(C)=O,-4.024072509236769,38.1,0.228
16487,O=C(Nc1ccccc1)c1ccccc1,CC(C)=O,-3.7035870829862105,42.2,0.355
39236,CNC(=O)c1cc(Oc2ccc(N)cc2)ccn1,O,-7.421919804013642,63.1,1.0
51395,N[C@@H](Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)O,ClCCCl,-16.068353559063507,41.3,0.327
3314,CCOc1cc(C=O)ccc1O,CO,-1.18090753139494,55.4,0.762
30224,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,CC(C)O,-3.8912404662456175,48.4,0.546
43281,O=C(/C=C/c1ccc(-c2cccc([N+](=O)[O-])c2)o1)c1ccc(Cl)cc1,CN(C)C=O,-5.381698975487088,43.2,0.386
25124,Cc1c(C(=O)O)cc([N+](=O)[O-])cc1[N+](=O)[O-],CC#N,-4.422848629194137,45.6,0.46
24700,C=CC(=O)NC(C)(C)CS(=O)(=O)O,CC#N,-8.236535733901421,45.6,0.46
37650,CC(=O)Nc1ccc(C(=O)O)cc1,CCC(C)O,-4.671203156592529,47.1,0.506
13921,CC(=O)N1CCC[C@H]1C(=O)O,CCCCO,-2.433833379604,49.7,0.586
33916,CC(=O)NCC(=O)O,CC(C)CO,-5.839602197798736,48.6,0.552
37207,Cc1ccc([N+](=O)[O-])c(C(=O)O)c1,CCC(C)O,-1.375156616709435,47.1,0.506
40873,O=C(O)c1ccc(O)c(O)c1,O,-6.080907970034349,63.1,1.0
4526,O=[N+]([O-])N=C1NCCN1Cc1ccc(Cl)nc1,CCO,-7.013115794639964,51.9,0.654
4719,c1ccc2[nH]c(-c3cscn3)nc2c1,CCO,-6.2549093951957175,51.9,0.654
14670,CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,CCCCO,-9.496689999194183,49.7,0.586
13720,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,CCCCO,-3.027429360297245,49.7,0.586
26132,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,CC#N,-5.132294582723585,45.6,0.46
5126,CN(C)Cc1c[nH]c2ccccc12,CCO,-5.393265611858554,51.9,0.654
30115,COC(=O)[C@H](N)c1ccc(O)cc1,CC(C)O,-6.420833079297705,48.4,0.546
47537,O=C(O)COc1ccc(Cl)cc1Cl,COC(C)=O,-2.241489993634235,38.9,0.253
34036,CCCc1ncc(C[n+]2ccccc2C)c(N)n1.Cl.[Cl-],CC(C)CO,-10.099502436462084,48.6,0.552
12550,O=C(O)COc1ccc(Cl)cc1Cl,CCCO,-2.033321606066283,50.7,0.617
